geneCluster	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KOs	BiGG_reactions	Annotation_tax_scope	OGs	bestOG|evalue|score	COG cat	eggNOG annot
GC00001533_r1_1	259536.Psyc_1931	4.5e-74	282.7			K07023		bactNOG[38]	08UNE@bactNOG,0QRS7@gproNOG,16Q3I@proNOG,COG1896@NOG	NA|NA|NA	S	Metal dependent phosphohydrolase
GC00001535	887324.HMPREF0027_0767	3.7e-160	570.1	PEPD	GO:0003674,GO:0003824,GO:0006508,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009987,GO:0016787,GO:0019538,GO:0034641,GO:0043170,GO:0043171,GO:0043603,GO:0044237,GO:0044238,GO:0044248,GO:0071704,GO:1901564,GO:1901565,GO:1901575	K01270	AMPTASECG,AMPTASEPG,LALGP	bactNOG[38]	05CIN@bactNOG,0QIUC@gproNOG,16S1S@proNOG,COG2195@NOG	NA|NA|NA	E	aminoacyl-histidine dipeptidase
GC00001536_1	335284.Pcryo_1140	6.9e-226	788.5	XDHA	GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0004854,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0016725,GO:0016726,GO:0019637,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044710,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:1901360	K01474,K03518,K13479,K13481	HXAND,XAND	bactNOG[38]	05DCJ@bactNOG,0QMQP@gproNOG,16PS5@proNOG,COG4630@NOG	NA|NA|NA	F	Xanthine dehydrogenase
GC00001536_2	335284.Pcryo_1809	9.7e-100	368.2	YAGT	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0008150,GO:0008152,GO:0016491,GO:0016903,GO:0042597,GO:0044464,GO:0044710,GO:0051536,GO:0051537,GO:0051540,GO:0055114	K03518,K13483		bactNOG[38]	07XKX@bactNOG,0QR28@gproNOG,179MJ@proNOG,COG2080@NOG	NA|NA|NA	C	isoquinoline 1-oxidoreductase (Alpha subunit)
GC00001537	259536.Psyc_0851	2.4e-56	223.4	OCAR_5894				bactNOG[38]	05KTK@bactNOG,0QSW0@gproNOG,17CXS@proNOG,COG2050@NOG	NA|NA|NA	Q	Thioesterase
GC00001538_1	667129.HMPREF0758_3808	1.5e-76	291.2		GO:0003674,GO:0003824,GO:0006725,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0019439,GO:0044237,GO:0044248	K08687,K13995		bactNOG[38]	08UAU@bactNOG,0QUUQ@gproNOG,17FPM@proNOG,COG1335@NOG	NA|NA|NA	Q	Isochorismatase
GC00001538_2	575584.HMPREF0010_03415	1.7e-93	347.4	PNCA	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006753,GO:0006766,GO:0006767,GO:0006769,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008936,GO:0009058,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009820,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0016999,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0030145,GO:0034355,GO:0034641,GO:0034654,GO:0043167,GO:0043169,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046483,GO:0046496,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	K08281	NNAM	bactNOG[38]	08RWI@bactNOG,0QTB5@gproNOG,173ZK@proNOG,COG1335@NOG	NA|NA|NA	Q	Pyrazinamidase
GC00001539	335284.Pcryo_0802	1.4e-95	354.4		GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016298,GO:0016787,GO:0016788			bactNOG[38]	05S3Q@bactNOG,0QRKK@gproNOG,0XTJI@NOG,17GD9@proNOG	NA|NA|NA	S	Inherit from proNOG: hydrolase
GC00001540_1	575589.HMPREF0018_01784	1.5e-35	154.5					bactNOG[38]	06CP4@bactNOG,0QYBV@gproNOG,0Y707@NOG,17VKX@proNOG	NA|NA|NA		
GC00001540_r1_1	575589.HMPREF0018_01784	2e-14	84.7					bactNOG[38]	06CP4@bactNOG,0QYBV@gproNOG,0Y707@NOG,17VKX@proNOG	NA|NA|NA		
GC00001540_r1_r1_1	525244.HMPREF0023_2874	1.7e-77	293.9					bactNOG[38]	06CP4@bactNOG,0QYBV@gproNOG,0Y707@NOG,17VKX@proNOG	NA|NA|NA		
GC00001541_1	339670.Bamb_5216	8.8e-75	285.8			K03381,K04098,K15253		bactNOG[38]	0626B@bactNOG,0BAN3@bproNOG,16UNZ@proNOG,COG3485@NOG	NA|NA|NA	Q	Intradiol ring-cleavage dioxygenase
GC00001541_2	871585.BDGL_001325	1.4e-160	570.9	CATA		K00448,K03381,K03464		NOG[107]	COG3485@NOG	NA|NA|NA	Q	protocatechuate 3,4-dioxygenase
GC00001542_1	335284.Pcryo_0708	2e-14	83.6	MOAD		K03636		bactNOG[38]	05ZIW@bactNOG,0ZZ53@NOG,16U4V@proNOG	NA|NA|NA	H	ThiS family
GC00001542_r1_1	335284.Pcryo_0708	3.6e-26	122.5	MOAD		K03636		bactNOG[38]	05ZIW@bactNOG,0ZZ53@NOG,16U4V@proNOG	NA|NA|NA	H	ThiS family
GC00001543	445972.ANACOL_01431	4.4e-09	67.0					bactNOG[38]	05XCX@bactNOG,0EXRD@cloNOG,0NRXP@firmNOG,124S2@NOG	NA|NA|NA	S	Pfam:DUF1790
GC00001544	259536.Psyc_0391	1.2e-83	314.7	DNAQ	GO:0003674,GO:0003824,GO:0003887,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009360,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0032991,GO:0034061,GO:0034641,GO:0034645,GO:0042575,GO:0043170,GO:0043234,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901576	K02342		bactNOG[38]	0901A@bactNOG,0QTXW@gproNOG,17D4B@proNOG,COG0847@NOG	NA|NA|NA	L	DNA polymerase III subunit epsilon
GC00001545_1	857571.EA1_07890	5.6e-20	102.1	PCBD1	GO:0000003,GO:0000988,GO:0000989,GO:0003006,GO:0003674,GO:0003712,GO:0003713,GO:0003824,GO:0004497,GO:0004505,GO:0005575,GO:0005618,GO:0005619,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005829,GO:0006082,GO:0006355,GO:0006461,GO:0006520,GO:0006558,GO:0006559,GO:0006725,GO:0006729,GO:0006732,GO:0006807,GO:0006996,GO:0007010,GO:0007049,GO:0008124,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009063,GO:0009072,GO:0009074,GO:0009108,GO:0009272,GO:0009277,GO:0009653,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010927,GO:0016043,GO:0016054,GO:0016491,GO:0016705,GO:0016714,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019439,GO:0019752,GO:0019953,GO:0022402,GO:0022413,GO:0022414,GO:0022607,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0030312,GO:0030435,GO:0030437,GO:0030476,GO:0031032,GO:0031033,GO:0031034,GO:0031160,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031505,GO:0032502,GO:0032505,GO:0032989,GO:0034293,GO:0034622,GO:0034641,GO:0042244,GO:0042546,GO:0042558,GO:0042559,GO:0042692,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043393,GO:0043436,GO:0043496,GO:0043623,GO:0043933,GO:0043934,GO:0043935,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044271,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044712,GO:0044763,GO:0044767,GO:0045229,GO:0045893,GO:0045935,GO:0046146,GO:0046395,GO:0046483,GO:0048468,GO:0048518,GO:0048522,GO:0048610,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051098,GO:0051146,GO:0051171,GO:0051173,GO:0051186,GO:0051188,GO:0051252,GO:0051254,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051291,GO:0055001,GO:0055002,GO:0055114,GO:0060255,GO:0061061,GO:0065003,GO:0065007,GO:0065009,GO:0070271,GO:0070590,GO:0070591,GO:0070726,GO:0070925,GO:0071554,GO:0071555,GO:0071688,GO:0071704,GO:0071822,GO:0071840,GO:0071852,GO:0071940,GO:0071944,GO:0080090,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1902221,GO:1902222,GO:2000112,GO:2001141	K01724		NOG[107]	COG2154@NOG	NA|NA|NA	H	4-alpha-hydroxytetrahydrobiopterin dehydratase activity
GC00001545_r1_1	259536.Psyc_0131	2e-41	173.3	PHHB		K01724		bactNOG[38]	05KZX@bactNOG,0QVKZ@gproNOG,17GA4@proNOG,COG2154@NOG	NA|NA|NA	H	Pterin carbinolamine dehydratase
GC00001546	546264.NEIFLAOT_01106	7.4e-56	222.2	HEMO		K07215		bactNOG[38]	05PY8@bactNOG,0BF66@bproNOG,17FCN@proNOG,COG3230@NOG	NA|NA|NA	P	Heme oxygenase
GC00001547_1	375286.mma_2808	9.4e-131	471.5	PSPPH_0162	GO:0003674,GO:0003824,GO:0004803,GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044763,GO:0046483,GO:0071704,GO:0090304,GO:1901360			bactNOG[38]	05CR6@bactNOG,0B8J6@bproNOG,16SBX@proNOG,COG1484@NOG	NA|NA|NA	L	IstB domain-containing protein ATP-binding protein
GC00001547_r1_1	575586.HMPREF0016_02528	2e-101	374.0	Y1094	GO:0003674,GO:0003824,GO:0004803,GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044763,GO:0046483,GO:0071704,GO:0090304,GO:1901360			bactNOG[38]	05EN2@bactNOG,0QHRH@gproNOG,16RY7@proNOG,COG1484@NOG	NA|NA|NA	L	Transposase IS protein
GC00001548	575587.HMPREF0026_02123	1.1e-42	177.6	ORF1		K03892		bactNOG[38]	05WAB@bactNOG,0QW80@gproNOG,17FYJ@proNOG,COG0640@NOG	NA|NA|NA	K	Transcriptional regulator
GC00001549	259536.Psyc_1720	6.7e-135	485.3					bactNOG[38]	08TFK@bactNOG,0QXGR@gproNOG,0XTCQ@NOG,17KII@proNOG	NA|NA|NA		
GC00001550_1	349521.HCH_01207	2.8e-13	80.9					bactNOG[38]	05M33@bactNOG,0QYU2@gproNOG,11USZ@NOG,17G4G@proNOG	NA|NA|NA	K	Inherit from proNOG: TRANSCRIPTIONal
GC00001550_3	335284.Pcryo_0872	1.4e-46	191.4					bactNOG[38]	05J28@bactNOG,0QQ6I@gproNOG,11VXK@NOG,17GID@proNOG	NA|NA|NA	K	TetR family transcriptional Regulator
GC00001551_1	873449.STRCR_0884	2.6e-61	241.5					bactNOG[38]	04Z3J@bacNOG,07R0E@bactNOG,0NDX2@firmNOG,COG0463@NOG	NA|NA|NA	M	glycosyl transferase family 2
GC00001551_2	743720.Psefu_3788	1.2e-118	431.4			K00786,K10012		bactNOG[38]	05DVB@bactNOG,0QMP6@gproNOG,16PU6@proNOG,COG0463@NOG	NA|NA|NA	M	glycosyl transferase family 2
GC00001551_3	436717.AOLE_02725	6.6e-140	501.9	LPSC		K12984	GLCTR4,GLCTR4N	bactNOG[38]	06WTF@bactNOG,0QN3F@gproNOG,16Y4F@proNOG,COG0463@NOG	NA|NA|NA	M	Glycosyl transferase
GC00001551_r1_1	1002339.HMPREF9373_0495	3e-240	835.9			K12984		bactNOG[38]	07T9W@bactNOG,0R0X7@gproNOG,16TI6@proNOG,COG0463@NOG	NA|NA|NA	M	glycosyl transferase family
GC00001551_r1_2	1002339.HMPREF9373_0495	1.6e-50	205.3			K12984		bactNOG[38]	07T9W@bactNOG,0R0X7@gproNOG,16TI6@proNOG,COG0463@NOG	NA|NA|NA	M	glycosyl transferase family
GC00001551_r1_r1_1	397945.Aave_1288	3.8e-101	373.6			K12984		bactNOG[38]	07T9W@bactNOG,0BM6H@bproNOG,16TI6@proNOG,COG0463@NOG	NA|NA|NA	M	Glycosyl transferase family protein
GC00001551_r1_r1_r1_1	596320.NEIFL0001_1639	1e-62	246.1			K12984		bactNOG[38]	07T9W@bactNOG,0BM6H@bproNOG,16TI6@proNOG,COG0463@NOG	NA|NA|NA	M	Glycosyl transferase family protein
GC00001551_r1_r1_r1_r1_1	857571.EA1_05262	3e-237	826.2	LGTF	GO:0003674,GO:0003824,GO:0005975,GO:0008150,GO:0008152,GO:0016740,GO:0016757,GO:0044238,GO:0071704	K12984	GLCTR4,GLCTR4N	bactNOG[38]	06WTF@bactNOG,0QN3F@gproNOG,16Y4F@proNOG,COG0463@NOG	NA|NA|NA	M	Glycosyl transferase
GC00001552_1	290400.Jann_2205	1.3e-82	311.6					bactNOG[38]	01UH2@aproNOG,06254@bactNOG,16U98@proNOG,COG1305@NOG	NA|NA|NA	E	Transglutaminase
GC00001552_2	553217.ENHAE0001_2274	3.1e-145	519.6					bactNOG[38]	06254@bactNOG,0QKV4@gproNOG,16U98@proNOG,COG1305@NOG	NA|NA|NA	E	Transglutaminase
GC00001552_3	62977.ACIAD0915	1.5e-102	377.9					bactNOG[38]	06254@bactNOG,0QKV4@gproNOG,16U98@proNOG,COG1305@NOG	NA|NA|NA	E	Transglutaminase
GC00001552_r1_1	1002339.HMPREF9373_0158	2e-96	357.5					bactNOG[38]	06ER4@bactNOG,0QP2J@gproNOG,173M6@proNOG,COG1305@NOG	NA|NA|NA	E	Transglutaminase
GC00001553_1	375286.mma_1617	4.5e-80	304.3	HXUB	GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944			bactNOG[38]	08D1Y@bactNOG,0BBBQ@bproNOG,16QTG@proNOG,COG2831@NOG	NA|NA|NA	U	Polypeptide-transport-associated domain protein, ShlB-type
GC00001553_2	31234.CRE07201	2.7e-114	417.9	HXUB	GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944			NOG[107]	COG2831@NOG	NA|NA|NA	U	Polypeptide-transport-associated domain protein, ShlB-type
GC00001553_3	62977.ACIAD2785	9.6e-91	339.7	HECB		K07326		bactNOG[38]	05D5K@bactNOG,0QMWH@gproNOG,16QP6@proNOG,COG2831@NOG	NA|NA|NA	U	Hemolysin activator protein
GC00001553_4	592316.Pat9b_1698	5.3e-203	712.6					bactNOG[38]	05D5K@bactNOG,0QJQC@gproNOG,16QP6@proNOG,COG2831@NOG	NA|NA|NA	U	Hemolysin activator protein
GC00001553_5	62977.ACIAD2785	4.7e-69	267.7	HECB		K07326		bactNOG[38]	05D5K@bactNOG,0QMWH@gproNOG,16QP6@proNOG,COG2831@NOG	NA|NA|NA	U	Hemolysin activator protein
GC00001553_6	436717.AOLE_13875	1.2e-79	303.1	HECB		K07326		bactNOG[38]	05D5K@bactNOG,0QMWH@gproNOG,16QP6@proNOG,COG2831@NOG	NA|NA|NA	U	Hemolysin activator protein
GC00001553_r1_1	640513.Entas_3363	4.3e-86	324.3	FHAC3				bactNOG[38]	05D5K@bactNOG,0QJQC@gproNOG,16QP6@proNOG,COG2831@NOG	NA|NA|NA	U	Hemolysin activator protein
GC00001553_r1_r1_1	575564.HMPREF0014_02168	7.6e-123	446.4	FHAC				bactNOG[38]	05D5K@bactNOG,0QJQC@gproNOG,16QP6@proNOG,COG2831@NOG	NA|NA|NA	U	Hemolysin activator protein
GC00001554	575587.HMPREF0026_00830	2.8e-77	293.5	SCLAV_3282				bactNOG[38]	05KWY@bactNOG,0QUIQ@gproNOG,17FRE@proNOG,COG4339@NOG	NA|NA|NA		
GC00001555_10	349106.PsycPRwf_1051	4.6e-28	132.5					bactNOG[38]	05E8Z@bactNOG,0R8EG@gproNOG,0XQTW@NOG,16YV3@proNOG	NA|NA|NA	S	Inherit from proNOG: Large repetitive protein
GC00001555_11	1002339.HMPREF9373_0075	1.2e-38	165.2					bactNOG[38]	07WXS@bactNOG,0QPQ3@gproNOG,0XP4A@NOG,16VFC@proNOG	NA|NA|NA	Q	Inherit from proNOG: Outer membrane adhesin like proteiin
GC00001555_12	543728.Vapar_4603	1.7e-37	162.2					bactNOG[38]	07WVX@bactNOG,0BA5K@bproNOG,0XP4A@NOG,16W9V@proNOG	NA|NA|NA	S	Outer membrane adhesin like proteiin
GC00001555_13	1002339.HMPREF9373_0075	0.0	2679.0					bactNOG[38]	07WXS@bactNOG,0QPQ3@gproNOG,0XP4A@NOG,16VFC@proNOG	NA|NA|NA	Q	Inherit from proNOG: Outer membrane adhesin like proteiin
GC00001555_14	349106.PsycPRwf_1050	7.7e-51	207.6		GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944			bactNOG[38]	05XDE@bactNOG,0R85I@gproNOG,124SQ@NOG,18B3R@proNOG	NA|NA|NA		
GC00001555_15	1002339.HMPREF9373_2034	0.0	3478.0					bactNOG[38]	07FU6@bactNOG,0R75P@gproNOG,121KM@NOG,18BVW@proNOG	NA|NA|NA	U, W	Collagen triple helix repeat (20 copies)
GC00001555_1	290315.Clim_2160	6e-11	75.5		GO:0005575,GO:0005576,GO:0005623,GO:0009279,GO:0016020,GO:0018995,GO:0019867,GO:0020002,GO:0030312,GO:0030313,GO:0031975,GO:0033643,GO:0033644,GO:0043245,GO:0043657,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044279,GO:0044421,GO:0044462,GO:0044464,GO:0071944	K11005		bactNOG[38]	05DDI@bactNOG,COG2931@NOG	NA|NA|NA	O	hemolysin-type calcium-binding region
GC00001555_2	582744.Msip34_1011	1e-14	84.3					bactNOG[38]	07WVX@bactNOG,0BA5K@bproNOG,0XP4A@NOG,16W9V@proNOG	NA|NA|NA	S	Outer membrane adhesin like proteiin
GC00001555_3	641147.HMPREF9021_01580	1.5e-25	122.9					bactNOG[38]	069CR@bactNOG,182V4@proNOG,COG2931@NOG	NA|NA|NA	Q	Inherit from COG: Hemolysin-type calcium-binding
GC00001555_4	500637.PROVRUST_07727	1.5e-63	249.6					bactNOG[38]	07RX4@bactNOG,0QIQT@gproNOG,0ZVFM@NOG,16V2T@proNOG	NA|NA|NA	Q	Domain-Containing protein
GC00001555_5	391613.RTM1035_05360	1.1e-67	264.6					bactNOG[38]	01YM7@aproNOG,0695I@bactNOG,121SB@NOG,17EH2@proNOG	NA|NA|NA	Q	Inherit from bactNOG: hemolysin-type calcium-binding region
GC00001555_6	744980.TRICHSKD4_3508	1.5e-40	174.9					bactNOG[38]	01Q6K@aproNOG,05DDI@bactNOG,16QU3@proNOG,COG2931@NOG	NA|NA|NA	O	Hemolysin-type calcium-binding
GC00001555_7	439497.RR11_161	5.5e-21	107.1					bactNOG[38]	02BKM@aproNOG,05EGV@bactNOG,0XPEI@NOG,17DFY@proNOG	NA|NA|NA	Q	CA
GC00001555_8	392500.Swoo_0477	3.6e-152	546.2					NOG[107]	0XP4A@NOG	NA|NA|NA	S	domain protein
GC00001555_9	199310.c0363	2.2e-80	305.4					bactNOG[38]	05E8Z@bactNOG,0R94V@gproNOG,0XQTW@NOG,16XP9@proNOG	NA|NA|NA	S	Inherit from bactNOG: Large repetitive protein
GC00001555_r1_1	455436.GHTCC_010100005422	1.5e-12	79.7					bactNOG[38]	05DDI@bactNOG,0QNNW@gproNOG,16QU3@proNOG,COG2931@NOG	NA|NA|NA	Q	hemolysin-type calcium binding
GC00001556_1	575587.HMPREF0026_02927	1.5e-54	217.2					bactNOG[38]	05MXU@bactNOG,0QUF6@gproNOG,17FZG@proNOG,COG4323@NOG	NA|NA|NA	S	membrane
GC00001556_r1_1	525244.HMPREF0023_1335	3.4e-54	216.1	BMUL_1792				bactNOG[38]	05MXU@bactNOG,0QUF6@gproNOG,17FZG@proNOG,COG4323@NOG	NA|NA|NA	S	membrane
GC00001557	259536.Psyc_1342	5.3e-162	575.9	GLXK	GO:0000255,GO:0000256,GO:0003674,GO:0003824,GO:0005975,GO:0006066,GO:0006081,GO:0006082,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008887,GO:0009056,GO:0009436,GO:0009441,GO:0009987,GO:0016052,GO:0016054,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019392,GO:0019394,GO:0019577,GO:0019579,GO:0019752,GO:0032787,GO:0034308,GO:0034310,GO:0034641,GO:0042836,GO:0042838,GO:0043436,GO:0043603,GO:0043605,GO:0043648,GO:0043649,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0044723,GO:0044724,GO:0046164,GO:0046185,GO:0046296,GO:0046395,GO:0046483,GO:0046487,GO:0046700,GO:0071704,GO:0072329,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901615,GO:1901616	K00865	GLYCK,GLYCK2	bactNOG[38]	05BZW@bactNOG,0QM2X@gproNOG,16SJK@proNOG,COG1929@NOG	NA|NA|NA	G	Glycerate kinase
GC00001558	436717.AOLE_03940	1e-81	308.1	OCAR_5145				bactNOG[38]	05WDX@bactNOG,0QW5G@gproNOG,122S9@NOG,17KID@proNOG	NA|NA|NA		
GC00001559_p1	575587.HMPREF0026_01964	0.0	1161.7	YHFK	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			bactNOG[38]	0613R@bactNOG,0QMDS@gproNOG,16S23@proNOG,COG1289@NOG	NA|NA|NA	S	integral membrane protein, YccS YhfK family
GC00001559_p2	575584.HMPREF0010_02822	0.0	1271.9	YCCS	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			bactNOG[38]	05EM2@bactNOG,0QMH1@gproNOG,16QA2@proNOG,COG1289@NOG	NA|NA|NA	S	membrane
GC00001561	525244.HMPREF0023_3221	1.8e-200	703.7	OPRB	GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944	K07267	GLCtex,GLYCtex	bactNOG[38]	05TW1@bactNOG,0QJ1N@gproNOG,16Q5Y@proNOG,COG3659@NOG	NA|NA|NA	M	Carbohydrate-selective porin OprB
GC00001562_1	335284.Pcryo_2373	5.2e-247	858.6	CLS	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0008808,GO:0009058,GO:0009987,GO:0016020,GO:0016053,GO:0016740,GO:0016772,GO:0016780,GO:0019752,GO:0030572,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0071704,GO:0071944,GO:0072330,GO:1901576	K06131	CLPNS120pp,CLPNS160pp,CLPNS161pp,CLPNS180pp,CLPNS181pp	bactNOG[38]	05CQX@bactNOG,0QIGU@gproNOG,16R4A@proNOG,COG1502@NOG	NA|NA|NA	I	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol (By similarity)
GC00001562_2	259536.Psyc_1551	4.1e-261	905.6	CLS	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0008808,GO:0009058,GO:0009987,GO:0016020,GO:0016053,GO:0016740,GO:0016772,GO:0016780,GO:0019752,GO:0030572,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0071704,GO:0071944,GO:0072330,GO:1901576	K06131	CLPNS120pp,CLPNS140pp,CLPNS141pp,CLPNS160pp,CLPNS161pp,CLPNS180pp,CLPNS181pp	bactNOG[38]	05CQX@bactNOG,0QIGU@gproNOG,16R4A@proNOG,COG1502@NOG	NA|NA|NA	I	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol (By similarity)
GC00001563_1	1001585.MDS_0777	1.3e-08	65.1	BMUL_2004				bactNOG[38]	05IGG@bactNOG,11Q09@NOG,17I9K@proNOG	NA|NA|NA	S	hemerythrin hhe cation binding
GC00001563_r1_1	575586.HMPREF0016_02433	5.4e-57	225.7	BMUL_2004				bactNOG[38]	05IGG@bactNOG,0QUX0@gproNOG,11Q09@NOG,17I9K@proNOG	NA|NA|NA	S	hemerythrin hhE cation binding
GC00001564_1	575588.HMPREF0017_01967	4.2e-42	176.8	TAG	GO:0003674,GO:0003824,GO:0003905,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008725,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043170,GO:0043733,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044763,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360	K01246		bactNOG[38]	08R3E@bactNOG,0QPVF@gproNOG,177Q7@proNOG,COG2818@NOG	NA|NA|NA	L	Dna-3-methyladenine glycosylase i
GC00001564_r1_1	575584.HMPREF0010_03400	7.4e-85	318.5	TAG	GO:0003674,GO:0003824,GO:0003905,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008725,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043170,GO:0043733,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044763,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360	K01246		bactNOG[38]	08R3E@bactNOG,0QPVF@gproNOG,177Q7@proNOG,COG2818@NOG	NA|NA|NA	L	Dna-3-methyladenine glycosylase i
GC00001565_1	634500.EbC_04020	3.5e-202	709.9			K00102,K03777		bactNOG[38]	07U25@bactNOG,0R00C@gproNOG,0ZNC6@NOG,175GQ@proNOG	NA|NA|NA	C	D-lactate dehydrogenase, membrane binding
