geneCluster	Gene	Annotation	Min.group.size	Max.group.size	Avg.group.size	num_isolates	num_sequences	av_seq_per_isolate	num_basal_isolates	num_basal_seq	num_derived_isolates	num_derived_seq	num_flex_isolates	num_flex_seq	num_restricted_isolates	num_restricted_seq	GO_terms	KEGG_KOs	COG.cat	eggNOG.annot
GC00000665	macA	Macrolide_export_protein_MacA	90	484	437.3483146	85	86	1.01176471	7	7	78	79	27	28	58	58	"GO:0003674,GO:0005215,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009306,GO:0009636,GO:0009987,GO:0015031,GO:0022892,GO:0032940,GO:0033036,GO:0042221,GO:0044699,GO:0044763,GO:0044765,GO:0045184,GO:0046677,GO:0046903,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071702"	"K02005,K13888"	M	"efflux transporter, rnd family, mfp subunit"
GC00000734	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-_(pentapeptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transfera	96	387	357.5454545	85	85	1	7	7	78	78	27	27	58	58	"GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008194,GO:0008375,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016740,GO:0016757,GO:0016758,GO:0030203,GO:0034645,GO:0040007,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0050511,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576"	K02563	M	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II) (By similarity)
GC00000801	hypothetical	NA	95	414	389.4545455	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0005102,GO:0005186,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0007154,GO:0008104,GO:0008150,GO:0009279,GO:0009292,GO:0009294,GO:0009605,GO:0009987,GO:0009991,GO:0016020,GO:0016043,GO:0016044,GO:0019867,GO:0022607,GO:0030312,GO:0030313,GO:0030413,GO:0030420,GO:0031668,GO:0031975,GO:0033036,GO:0034613,GO:0043163,GO:0043165,GO:0044085,GO:0044091,GO:0044462,GO:0044464,GO:0044699,GO:0044763,GO:0044764,GO:0045229,GO:0050896,GO:0051179,GO:0051205,GO:0051641,GO:0051668,GO:0051704,GO:0051716,GO:0061024,GO:0070727,GO:0071496,GO:0071709,GO:0071840,GO:0071944"	K05807	M	"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane"
GC00000841	bamB	Outer_membrane_protein_assembly_factor_BamB	160	407	396.9659091	85	85	1	7	7	78	78	27	27	58	58	"GO:0005575,GO:0005623,GO:0008104,GO:0008150,GO:0009279,GO:0009987,GO:0016020,GO:0016043,GO:0016044,GO:0019867,GO:0022607,GO:0030312,GO:0030313,GO:0031975,GO:0033036,GO:0034613,GO:0043163,GO:0043165,GO:0044085,GO:0044091,GO:0044462,GO:0044464,GO:0044699,GO:0044763,GO:0045229,GO:0051179,GO:0051205,GO:0051641,GO:0051668,GO:0061024,GO:0070727,GO:0071709,GO:0071840,GO:0071944"	"K12132,K17713"	M	"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane (By similarity)"
GC00000889	metXA	Bifunctional_methionine_biosynthesis_protein_MetXA/MetW	79	207	202.2159091	85	85	1	7	7	78	78	27	27	58	58	NA	NA	M	Methionine biosynthesis protein MetW
GC00000965	glmS	Glutamine--fructose-6-phosphate_aminotransferase_[isomerizing]	614	625	614.5747126	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0004360,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006040,GO:0006047,GO:0006048,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0009058,GO:0009117,GO:0009165,GO:0009225,GO:0009226,GO:0009987,GO:0016020,GO:0016740,GO:0016769,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0034654,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046349,GO:0046483,GO:0055086,GO:0070548,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901576"	K00820	M	"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source (By similarity)"
GC00000967	glmU	Bifunctional_protein_GlmU	454	462	458.3563218	85	85	1	7	7	78	78	27	27	58	58	"GO:0000270,GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0003977,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005976,GO:0006022,GO:0006023,GO:0006024,GO:0006040,GO:0006047,GO:0006048,GO:0006139,GO:0006461,GO:0006629,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009117,GO:0009165,GO:0009225,GO:0009226,GO:0009252,GO:0009273,GO:0009987,GO:0016043,GO:0016051,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016779,GO:0018130,GO:0019134,GO:0019438,GO:0019637,GO:0022607,GO:0030203,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0042546,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0043933,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044723,GO:0044763,GO:0046349,GO:0046483,GO:0046872,GO:0051259,GO:0051260,GO:0055086,GO:0065003,GO:0070206,GO:0070207,GO:0070271,GO:0070569,GO:0070589,GO:0071554,GO:0071704,GO:0071822,GO:0071840,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	"K04042,K11528"	M	"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain (By similarity)"
GC00000973	rsmH	Ribosomal_RNA_small_subunit_methyltransferase_H	332	399	377.5862069	85	85	1	7	7	78	78	27	27	58	58	"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0040007,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0070475,GO:0071424,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:1901360"	K03438	M	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA (By similarity)
GC00000975	ftsI	"Peptidoglycan_D,D-transpeptidase_FtsI"	688	746	701.091954	85	85	1	7	7	78	78	27	27	58	58	"GO:0000003,GO:0000270,GO:0000910,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0007049,GO:0008144,GO:0008150,GO:0008152,GO:0008658,GO:0008955,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009274,GO:0009276,GO:0009987,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016758,GO:0019954,GO:0022402,GO:0030203,GO:0030312,GO:0030313,GO:0031224,GO:0031226,GO:0031406,GO:0031975,GO:0032153,GO:0032155,GO:0032505,GO:0033218,GO:0033293,GO:0034645,GO:0040007,GO:0042221,GO:0042493,GO:0042546,GO:0043093,GO:0043167,GO:0043168,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0050896,GO:0051301,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:0097159,GO:1901135,GO:1901137,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901681"	"K03587,K08384,K08724,K12552,K12556"	M	peptidoglycan synthetase ftsI
GC00000978	mraY	Phospho-N-acetylmuramoyl-pentapeptide-_transfera	372	373	372.0804598	85	85	1	7	7	78	78	27	27	58	58	"GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008963,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016740,GO:0016772,GO:0016780,GO:0030203,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576"	K01000	M	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan (By similarity)
GC00001082	lolA	Outer-membrane_lipoprotein_carrier_	214	278	231.2643678	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0022892,GO:0030288,GO:0030312,GO:0030313,GO:0031975,GO:0032940,GO:0033036,GO:0042597,GO:0042953,GO:0042954,GO:0044462,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071702,GO:0071944"	K03634	M	Participates in the translocation of lipoproteins from the inner membrane to the outer membrane. Only forms a complex with a lipoprotein if the residue after the N-terminal Cys is not an aspartate (The Asp acts as a targeting signal to indicate that the lipoprotein should stay in the inner membrane) (By similarity)
GC00001210	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-_acetylglucosamine_O-acyltransfera	258	259	258.9770115	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0008654,GO:0008780,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016740,GO:0016746,GO:0016747,GO:0019637,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044464,GO:0044710,GO:0044723,GO:0046467,GO:0046493,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576"	K00677	M	"Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)"
GC00001212	rseP	Regulator_of_sigma-E_protease_RseP	454	494	460.7011494	85	85	1	7	7	78	78	27	27	58	58	"GO:0000988,GO:0000989,GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006355,GO:0006950,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0016021,GO:0016787,GO:0019219,GO:0019222,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0043856,GO:0044425,GO:0044459,GO:0044464,GO:0045152,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0070011,GO:0071944,GO:0080090,GO:2000112,GO:2001141"	K11749	M	Membrane-associated zinc metalloprotease
GC00001288	bamE	Outer_membrane_protein_assembly_factor_BamE	91	177	137.4252874	85	85	1	7	7	78	78	27	27	58	58	"GO:0005575,GO:0005623,GO:0008104,GO:0008150,GO:0009279,GO:0009636,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0016044,GO:0019867,GO:0022607,GO:0030312,GO:0030313,GO:0031224,GO:0031230,GO:0031975,GO:0033036,GO:0034613,GO:0042221,GO:0043163,GO:0043165,GO:0044085,GO:0044091,GO:0044425,GO:0044462,GO:0044464,GO:0044699,GO:0044763,GO:0045203,GO:0045229,GO:0046677,GO:0050896,GO:0051179,GO:0051205,GO:0051641,GO:0051668,GO:0061024,GO:0070727,GO:0071709,GO:0071840,GO:0071944"	K06186	M	"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane (By similarity)"
GC00001292	Putative	hospholipase_A1	426	494	473.7701149	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0004620,GO:0004623,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005623,GO:0008150,GO:0008152,GO:0008970,GO:0009279,GO:0016020,GO:0016021,GO:0016298,GO:0016787,GO:0016788,GO:0019867,GO:0030312,GO:0030313,GO:0031224,GO:0031230,GO:0031975,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0044425,GO:0044462,GO:0044464,GO:0045203,GO:0046872,GO:0046983,GO:0052689,GO:0071944"	K01058	M	Phospholipase
GC00000009_10	pal	Peptidoglycan-associated_l	46	186	171.6781609	84	84	0.98823529	7	7	77	77	26	26	58	58	"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944"	K03640	M	Peptidoglycan-associated lipoprotein
GC00000009_r1_r1_1	pal	Peptidoglycan-associated_l	38	690	528.25	84	85	1	7	7	77	78	26	26	58	59	"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944"	K03286	M	OmpA MotB
GC00000089_3_p2	hypothetical	NA	56	501	474.8409091	84	86	1.01176471	7	7	77	79	27	27	57	59	"GO:0003674,GO:0003824,GO:0008150,GO:0008152"	"K01792,K08305"	M	Lytic Murein transglycosylase
GC00000094_7	hypothetical	NA	73	1085	983.0227273	84	84	0.98823529	7	7	77	77	27	27	57	57	"GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006022,GO:0006026,GO:0006027,GO:0006040,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0008773,GO:0008933,GO:0009056,GO:0009057,GO:0009253,GO:0009274,GO:0009276,GO:0009279,GO:0009987,GO:0016020,GO:0016740,GO:0016757,GO:0016772,GO:0016779,GO:0019222,GO:0019752,GO:0019867,GO:0030203,GO:0030312,GO:0030313,GO:0031975,GO:0043085,GO:0043170,GO:0043436,GO:0044093,GO:0044237,GO:0044238,GO:0044281,GO:0044462,GO:0044464,GO:0044710,GO:0050789,GO:0050790,GO:0051341,GO:0051353,GO:0065007,GO:0065009,GO:0070569,GO:0071704,GO:0071944,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575"	K08307	M	Lytic Murein transglycosylase
GC00000294_2	yohK	Inner_membrane_protein_YohK	225	236	229.5581395	84	84	0.98823529	7	7	77	77	27	27	57	57	NA	NA	M	LrgB family
GC00000481_3	ddl	D-alanine--D-alanine_liga	274	381	351.7790698	84	84	0.98823529	6	6	78	78	26	26	58	58	"GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008716,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0030203,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576"	K01921	M	Cell wall formation (By similarity)
GC00000545_r1_1	hypothetical	NA	58	464	419.7977528	84	85	1	7	7	77	78	26	26	58	59	"GO:0003674,GO:0003824,GO:0005488,GO:0005543,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008194,GO:0008289,GO:0008610,GO:0008654,GO:0008915,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0019637,GO:0019897,GO:0019898,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044425,GO:0044459,GO:0044464,GO:0044710,GO:0044723,GO:0046467,GO:0046493,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576"	K00748	M	"Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)"
GC00000645_r1_1	mltF	Membrane-bound_lytic_murein_transglycosylase_F	94	410	389.1818182	84	85	1	7	8	77	77	26	27	58	58	"GO:0000270,GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005623,GO:0005886,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009254,GO:0009279,GO:0016020,GO:0016787,GO:0016798,GO:0019867,GO:0030203,GO:0030312,GO:0030313,GO:0031975,GO:0043170,GO:0044462,GO:0044464,GO:0071704,GO:0071944,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575"	"K02030,K18691"	M	"Murein-degrading enzyme that degrades murein glycan strands and insoluble, high-molecular weight murein sacculi, with the concomitant formation of a 1,6-anhydromuramoyl product. Lytic transglycosylases (LTs) play an integral role in the metabolism of the peptidoglycan (PG) sacculus. Their lytic action creates space within the PG sacculus to allow for its expansion as well as for the insertion of various structures such as secretion systems and flagella (By similarity)"
GC00000733_r1_1	hypothetical	NA	62	313	277.908046	84	84	0.98823529	7	7	77	77	26	26	58	58	NA	NA	M	nad-dependent epimerase dehydratase
GC00000755	lpxL	Lipid_A_biosynthesis_lauroyltransfera	139	348	311.0795455	84	85	1	6	6	78	79	26	26	58	59	NA	"K02517,K12974"	M	Lipid A Biosynthesis
GC00000835_r1_1	hypothetical	NA	67	361	336.2988506	84	84	0.98823529	7	7	77	77	26	26	58	58	"GO:0003674,GO:0003824,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019637,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044710,GO:0044723,GO:0046467,GO:0046493,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576"	K02536	M	"as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)"
GC00001045	lpxC	UDP-3-O-acyl-N-acetylglucosamine_deacetyla	64	329	300.9425287	84	84	0.98823529	7	7	77	77	26	26	58	58	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0008759,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016787,GO:0016810,GO:0016811,GO:0019213,GO:0019637,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044464,GO:0044710,GO:0044723,GO:0046467,GO:0046493,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576"	"K02535,K16363"	M	"Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)"
GC00001179_r1_1	rsmG	Ribosomal_RNA_small_subunit_methyltransferase_G	194	250	236.1046512	84	84	0.98823529	7	7	77	77	26	26	58	58	"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009452,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036260,GO:0036265,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0070043,GO:0070475,GO:0070476,GO:0071704,GO:0071840,GO:0090304,GO:1901360"	K03501	M	Specifically methylates the N7 position of guanine in position 527 of 16S rRNA (By similarity)
GC00001439	lolB	Outer-membrane_lipoprotein_LolB	198	240	212.8604651	85	85	1	7	7	78	78	27	27	58	58	NA	K02494	M	Outer membrane lipoprotein LolB
GC00000031_8	hypothetical	NA	80	326	288.3448276	83	85	1	7	7	76	78	25	25	58	60	"GO:0003674,GO:0005215,GO:0005216,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006884,GO:0008150,GO:0008381,GO:0009987,GO:0009992,GO:0015075,GO:0015267,GO:0016020,GO:0016021,GO:0019725,GO:0022803,GO:0022833,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022891,GO:0022892,GO:0030104,GO:0031224,GO:0034220,GO:0042592,GO:0044425,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0048878,GO:0051179,GO:0051234,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071944"	K03442	M	Mechanosensitive ion channel
GC00000099_r1_r1_1	mltF	Membrane-bound_lytic_murein_transglycosylase_F	263	319	273.8823529	83	83	0.97647059	7	7	76	76	25	25	58	58	"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944"	"K08306,K08309"	M	transglycosylase
GC00000125_2	mrdB	Peptidoglycan_glycosyltransferase_MrdB	120	439	367.4659091	84	87	1.02352941	7	7	77	80	26	27	58	60	"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0008360,GO:0009274,GO:0009276,GO:0016020,GO:0022603,GO:0022604,GO:0030312,GO:0030313,GO:0031975,GO:0044464,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0065007,GO:0065008,GO:0071944"	K05837	M	rod shape-determining protein RodA
GC00000137_3	dacA	D-alanyl-D-alanine_carboxypeptidase_DacA	42	413	378.9770115	83	84	0.98823529	7	8	76	76	26	27	57	57	"GO:0000270,GO:0003674,GO:0003824,GO:0004180,GO:0004185,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0008360,GO:0008658,GO:0009002,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009274,GO:0009276,GO:0009987,GO:0016020,GO:0016021,GO:0016787,GO:0017171,GO:0022603,GO:0022604,GO:0030203,GO:0030312,GO:0030313,GO:0031224,GO:0031226,GO:0031406,GO:0031975,GO:0033218,GO:0033293,GO:0034645,GO:0042221,GO:0042493,GO:0042546,GO:0043167,GO:0043168,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0051301,GO:0065007,GO:0065008,GO:0070008,GO:0070011,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:0097159,GO:1901135,GO:1901137,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901681"	"K07258,K07262"	M	D-alanyl-D-alanine carboxypeptidase
GC00000155_2	amiD	N-acetylmuramoyl-L-alanine_amidase_AmiD	272	308	291.6941176	83	83	0.97647059	6	6	77	77	26	26	57	57	NA	"K01447,K03806,K11066"	M	N-acetylmuramoyl-L-alanine amidase
GC00000254_5	galU	UTP--glucose-1-phosphate_uridylyltransfera	93	306	290.8235294	83	83	0.97647059	7	7	76	76	26	26	57	57	"GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0003983,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005996,GO:0006011,GO:0006012,GO:0006139,GO:0006629,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009056,GO:0009058,GO:0009059,GO:0009103,GO:0009117,GO:0009225,GO:0009987,GO:0016051,GO:0016052,GO:0016740,GO:0016772,GO:0016779,GO:0019318,GO:0019320,GO:0019388,GO:0019637,GO:0033499,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0044723,GO:0044724,GO:0046365,GO:0046483,GO:0046872,GO:0051748,GO:0055086,GO:0070569,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901575,GO:1901576"	"K00963,K01840"	M	Utp--glucose-1-phosphate uridylyltransferase
